,id,isomer,conf_id,affinity
2290,9664,15,1,-8.146
2291,5917,14,3,-8.744
2292,859,14,2,-8.632
2293,17619,14,3,-8.264
2294,17580,15,1,-7.533
2295,13682,15,2,-8.38
2296,17413,14,2,-9.043
2297,15085,14,2,-8.505
2298,13839,14,1,-9.184
2299,18504,15,3,-8.772
2300,10237,14,1,-9.484
2301,3676,15,2,-8.584
2302,10149,14,3,-7.921
2303,5988,15,1,-8.653
2304,6695,14,2,-8.684
2305,3900,15,2,-8.049
2306,4747,14,1,-9.001
2307,2446,15,1,-9.444
2308,16996,15,3,-8.595
2309,6972,15,3,-8.15
2310,14288,15,1,-9.444
2311,16475,14,2,-9.261
2312,6181,14,2,-8.917
2313,2625,14,2,-9.779
2314,15151,14,3,-9.222
2315,1724,15,2,-8.856
2316,4887,14,2,-8.359
2317,17021,14,1,-7.992
2318,9816,15,3,-7.889
2319,13451,14,3,-7.31
2320,8881,14,1,-8.297
2321,13958,15,3,-7.593
2322,9329,14,1,-8.349
2323,2385,14,2,-9.42
2324,14887,14,3,-8.653
2325,17417,14,2,-7.925
2326,2239,14,3,-8.085
2327,11446,15,1,-8.695
2328,12021,14,3,-7.601
2329,17384,15,1,-8.839
2330,713,14,3,-8.659
2331,1772,15,2,-8.008
2332,18028,15,2,0.0
2333,7436,15,1,-8.21
2334,15713,14,2,-8.635
2335,8384,15,2,-8.176
2336,13767,14,2,-8.566
2337,4025,14,1,-9.49
2338,366,15,3,-7.842
2339,14627,14,1,-7.496
2340,4853,14,2,-8.214
2341,2148,15,2,-8.649
2342,16111,14,3,-7.628
2343,1223,14,3,-9.521
2344,6060,15,2,-8.611
2345,3939,14,1,-8.862
2346,12936,15,1,-8.831
2347,5342,15,1,-8.376
2348,17384,15,3,-8.848
2349,12599,14,2,-7.922
2350,12401,14,1,-9.113
2351,2724,15,2,-8.578
2352,6860,15,2,-8.549
2353,4775,14,2,-8.343
2354,7806,15,1,-8.478
2355,18295,14,2,-8.294
2356,8130,15,2,-9.053
2357,14573,14,1,-7.567
2358,5988,15,3,-8.734
2359,3656,15,2,-8.219
2360,16687,14,2,-8.311
2361,4757,14,3,-8.137
2362,2535,14,1,-8.812
2363,12693,14,2,-8.979
2364,8791,14,3,-8.94
2365,9204,15,2,-9.617
2366,18444,15,1,-9.002
2367,16112,15,2,-8.041
2368,388,15,3,-7.902
2369,4371,14,3,-8.812
2370,14433,14,3,-8.548
2371,11349,14,1,-8.646
2372,4942,15,3,-9.061
2373,5212,15,2,-8.341
2374,18296,15,1,-7.816
2375,13229,14,1,-8.097
2376,18624,15,3,-8.917
2377,13583,14,1,-8.48
2378,15814,15,2,-8.399
2379,9986,15,2,-8.233
2380,7079,14,3,-8.748
2381,10634,15,1,-7.697
2382,11152,15,1,-8.093
2383,13400,15,2,-8.494
2384,9936,15,3,-8.606
2385,16227,14,1,-9.124
2386,12575,14,1,-8.402
2387,17962,15,3,-8.858
2388,5310,15,3,-8.646
2389,14708,15,3,-8.971
2390,18833,14,1,-9.025
2391,6032,15,1,-8.888
2392,11268,15,2,-9.532
2393,166,15,1,-8.111
2394,7409,14,2,-7.81
2395,15590,15,1,-8.938
2396,10133,14,2,-9.038
2397,8052,15,1,-8.315
2398,9381,14,3,-9.0
2399,3619,14,1,-8.161
2400,6938,15,3,-8.7
2401,12600,15,2,-8.242
2402,1022,15,3,-9.345
2403,8170,15,1,-8.365
2404,16402,15,2,-8.751
2405,2412,15,1,-9.204
2406,7767,14,1,-9.277
2407,5686,15,1,-7.771
2408,12273,14,1,-8.654
2409,10420,15,2,-7.838
2410,17492,15,1,-8.608
2411,1885,14,3,-8.337
2412,3451,14,2,-8.217
2413,15158,15,3,-7.824
2414,17754,15,3,-8.545
2415,8304,15,2,-8.975
2416,12450,15,2,-8.142
2417,571,14,1,-8.467
2418,2196,15,3,-8.659
2419,11223,14,2,-9.027
2420,2289,14,1,-9.738
2421,17858,15,1,-9.28
2422,4067,14,2,-7.846
2423,7224,15,1,-7.554
2424,12483,14,2,-9.564
2425,18716,15,3,-9.01
2426,17491,14,2,-7.927
2427,7737,14,3,-9.416
2428,18679,14,2,-8.728
2429,12178,15,3,-9.59
2430,12935,14,1,-9.531
2431,12053,14,2,-8.963
2432,17221,14,1,-9.331
2433,1761,14,1,-9.159
2434,6315,14,1,-8.9
2435,13314,15,2,-8.65
2436,18503,14,3,-9.031
2437,2613,14,1,-7.893
2438,1116,15,3,-9.225
2439,5624,15,2,-8.971
2440,3519,14,2,-8.621
2441,9061,14,1,-8.895
2442,15591,14,2,-7.987
2443,5403,14,3,-7.65
2444,246,15,2,-8.772
2445,5101,14,1,-8.894
2446,18428,15,1,-8.238
2447,798,15,3,-8.386
2448,8659,14,3,-8.431
2449,9665,14,3,0.0
2450,2693,14,1,-9.352
2451,6784,15,1,-8.315
2452,1116,15,2,-9.207
2453,2579,14,2,-7.932
2454,8029,14,3,-7.968
2455,8843,14,3,-9.007
2456,15363,14,1,-7.749
2457,10642,15,2,-8.045
2458,11230,15,1,-8.74
2459,13546,15,2,-8.437
2460,797,14,3,-8.359
2461,2264,15,2,-8.113
2462,13019,14,2,-8.628
2463,5554,15,1,-8.549
2464,17414,15,1,-8.736
2465,16654,15,1,-9.257
2466,1759,14,2,-7.87
2467,8251,14,2,-7.778
2468,6082,15,1,-8.461
2469,13452,15,3,-7.51
2470,13716,15,2,-8.83
2471,6032,15,3,-8.711
2472,17143,14,1,-8.767
2473,18348,15,1,-9.456
2474,7768,15,2,-9.082
2475,11551,14,3,-8.711
2476,13889,14,2,-9.155
2477,18543,14,1,-9.147
2478,18631,14,1,-8.321
2479,6023,14,3,-8.068
2480,16195,14,2,-7.552
2481,713,14,2,-8.62
2482,17101,14,3,-8.799
2483,2708,15,1,-8.075
2484,15192,15,3,-8.017
2485,12820,15,1,-8.711
2486,12988,15,1,-8.971
2487,15397,14,2,-7.651
2488,6785,14,3,-8.361
2489,2329,14,1,-9.09
2490,17309,14,1,-9.194
2491,670,15,2,-7.828
2492,6950,15,2,-8.097
2493,2195,14,1,-8.801
2494,17665,14,2,-8.991
2495,18206,15,2,-9.195
2496,14148,15,2,-8.741
2497,12528,15,1,-8.053
2498,1024,15,2,-8.449
2499,15908,15,3,-8.987
2500,6449,14,3,-9.338
2501,6324,15,1,-9.235
2502,14505,14,2,-8.988
2503,1758,15,2,-8.796
2504,17446,15,1,-7.997
2505,2289,14,3,-9.59
2506,3248,15,1,-8.264
2507,2342,15,2,-8.084
2508,2554,15,2,-9.202
2509,10726,15,3,-9.382
2510,13682,15,3,-8.514
2511,2304,15,2,-9.927
2512,3519,14,1,-8.655
2513,2341,14,1,-7.983
2514,14992,15,2,-7.657
2515,513,14,2,-8.653
2516,14909,14,2,-8.31
2517,17991,14,3,-9.052
2518,18396,15,3,-8.738
2519,11808,15,2,-8.516
2520,11746,15,1,-8.85
2521,17809,14,3,-9.25
2522,2280,15,1,-7.202
2523,4384,15,2,-9.102
2524,8254,15,2,-7.397
2525,16985,14,1,-8.271
2526,749,14,3,-7.866
2527,5979,14,2,-9.58
2528,4495,14,2,-9.575
2529,3394,15,2,-8.897
2530,17729,14,3,-8.418
2531,534,15,3,-9.362
2532,3632,15,1,-7.516
2533,17109,14,1,-8.741
2534,3373,14,3,-8.7
2535,301,14,2,-8.958
2536,15847,14,1,-9.292
2537,14433,14,2,-8.085
2538,13452,15,2,-7.797
2539,1337,14,2,-8.298
2540,2471,14,2,-8.581
2541,9244,15,2,-7.364
2542,444,15,1,-9.417
2543,6022,15,3,-9.776
2544,18652,15,3,-7.853
2545,10169,14,2,-8.173
2546,1857,14,2,-8.482
2547,10612,15,3,-8.316
2548,6533,14,3,-7.761
2549,749,14,2,-7.877
2550,14759,14,2,-8.871
2551,11688,15,2,-9.226
2552,17106,15,1,-8.476
2553,7804,15,2,-9.347
2554,13750,15,3,-8.893
2555,12320,15,3,-9.244
2556,360,15,1,-7.803
2557,7414,15,2,-8.221
2558,6815,14,3,-7.829
2559,17067,14,2,-8.9
2560,10311,14,3,-8.988
2561,15191,14,3,-7.566
2562,4340,15,2,-8.105
2563,3983,14,2,-7.955
2564,2778,15,3,-8.859
2565,13427,14,1,-9.25
2566,4540,15,2,-9.696
2567,322,15,3,-8.311
2568,11081,14,2,-8.133
2569,10961,14,2,-8.577
2570,1043,14,2,-8.038
2571,6903,14,3,-8.718
2572,15522,15,2,-8.915
2573,1999,14,2,-8.976
2574,18479,14,3,-7.942
2575,2395,14,1,-9.112
2576,4805,14,2,-8.11
2577,15333,14,2,-8.101
2578,8549,14,2,-8.65
2579,1733,14,2,-9.491
2580,17730,15,1,-8.239
2581,4941,14,1,-8.455
2582,14504,15,2,-9.09
2583,11019,14,2,-9.235
2584,16627,14,1,-8.419
2585,17126,15,3,-7.937
2586,7806,15,3,-8.429
2587,17816,15,3,-9.586
2588,17108,15,1,-7.244
2589,4888,15,2,-8.539
2590,2869,14,3,-9.005
2591,5485,14,1,-8.355
2592,4044,15,1,-7.75
2593,3967,14,1,-7.893
2594,7334,15,3,-9.257
2595,5296,15,3,-8.785
2596,16336,15,1,-9.489
2597,2396,15,1,-9.566
2598,12792,15,2,-8.504
2599,8303,14,2,-9.009
2600,5520,15,3,-8.154
2601,5698,15,3,-8.975
2602,11804,15,3,-8.872
2603,12396,15,2,-8.919
2604,16228,15,1,-8.453
2605,4185,14,2,-8.22
2606,4068,15,2,-8.329
2607,7053,14,1,-7.799
2608,11895,14,3,-8.145
2609,3949,14,3,-9.993
2610,2296,15,2,-8.882
2611,15847,14,3,-9.372
2612,3393,14,2,-9.206
2613,3244,15,1,-8.447
2614,5486,15,3,-8.55
2615,4703,14,2,-9.343
2616,5842,15,1,-8.484
2617,9001,14,3,-8.272
2618,4299,14,1,-8.018
2619,2182,15,1,-7.919
2620,18028,15,1,0.0
2621,6904,15,2,-7.662
2622,13633,14,2,-9.086
2623,6859,14,2,-8.462
2624,6716,15,2,-8.116
2625,6343,14,1,-8.716
2626,9613,14,3,-9.137
2627,13291,14,1,-7.358
2628,2280,15,2,-7.269
2629,14472,15,1,-8.602
2630,3475,14,2,-7.428
2631,3821,14,2,-8.559
2632,16836,15,3,-8.466
2633,18533,14,3,0.0
2634,16836,15,2,-8.3
2635,5831,14,3,-8.224
2636,12853,14,2,-8.83
2637,18643,14,3,-9.054
2638,209,14,1,-8.335
2639,11984,15,3,-8.554
2640,2071,14,2,-8.128
2641,13077,14,1,-8.889
2642,13181,14,3,0.0
2643,12333,14,1,-8.76
2644,5842,15,3,-8.487
2645,11751,14,2,-9.111
2646,2799,14,2,-9.225
2647,2585,14,2,-8.378
2648,1910,15,1,-8.499
2649,10341,14,3,-7.942
2650,18701,14,2,-8.854
2651,12700,15,2,-8.759
2652,12235,14,2,-8.572
2653,11229,14,1,-9.331
2654,11779,14,1,-8.56
2655,7559,14,1,-9.079
2656,12141,14,3,-9.053
2657,17700,15,2,-8.656
2658,8644,15,1,-8.526
2659,15791,14,1,-8.299
2660,11476,15,2,-9.487
2661,12250,15,1,-9.317
2662,6790,15,3,-8.532
2663,7699,14,1,-8.485
2664,1654,15,2,-8.676
2665,10009,14,1,-8.945
2666,7395,14,2,-8.537
2667,1757,14,1,-7.978
2668,18279,14,3,-8.207
2669,10908,15,3,-9.041
2670,3437,14,2,-8.134
2671,15677,14,2,-8.237
2672,15707,14,1,-8.868
2673,14917,14,1,-9.595
2674,2815,14,1,-8.505
2675,18632,15,1,-8.569
2676,2280,15,3,-7.218
2677,13501,14,3,-8.896
2678,10784,15,3,-9.13
2679,8550,15,2,-8.351
2680,16016,15,2,-9.057
2681,13811,14,2,-7.99
2682,6860,15,3,-8.544
2683,9087,14,2,-8.681
2684,13009,14,1,-9.475
2685,3671,14,3,-8.937
2686,15024,15,1,-8.341
2687,15191,14,1,-8.183
2688,3471,14,3,-8.035
2689,16835,14,1,-8.13
2690,9197,14,2,-8.15
2691,6746,15,2,-8.204
2692,13545,14,2,-8.538
2693,10389,14,2,-8.882
2694,7054,15,2,-8.584
2695,16542,15,1,-8.819
2696,8645,14,1,-9.039
2697,12249,14,3,-9.694
2698,1777,14,2,-9.123
2699,9149,14,1,-8.969
2700,15158,15,2,-7.67
2701,2979,14,1,-8.953
2702,11818,15,1,-8.381
2703,10334,15,1,-7.795
2704,3584,15,3,-9.115
2705,3700,15,1,-9.975
2706,18632,15,3,-8.689
2707,5417,14,3,-8.868
2708,13839,14,3,-8.865
2709,2854,15,2,-8.687
2710,10243,14,1,-8.285
2711,8340,15,1,-8.286
2712,13546,15,3,-8.941
2713,14416,15,1,-7.886
2714,1830,15,1,-8.35
2715,4841,14,2,-7.585
2716,3238,15,3,-8.584
2717,12625,14,1,-8.117
2718,12273,14,3,-8.71
2719,12895,14,1,-7.456
2720,3972,15,3,-8.201
2721,11165,14,2,-7.794
2722,15711,14,2,-9.113
2723,14128,15,2,-7.523
2724,7333,14,2,-9.738
2725,5102,15,2,-8.818
2726,986,15,3,-8.928
2727,12819,14,3,-8.872
2728,6713,14,1,-7.771
2729,2892,15,1,-9.796
2730,8509,14,2,-7.609
2731,2461,14,3,-8.782
2732,714,15,3,-8.221
2733,10641,14,2,-8.35
2734,7356,15,3,-8.002
2735,1211,14,2,-8.996
2736,8468,15,1,-8.368
2737,1115,14,3,-8.809
2738,2311,14,1,-8.719
2739,17377,14,3,-7.937
2740,2579,14,1,-7.931
2741,5568,15,1,-8.894
2742,3472,15,1,-8.383
2743,1520,15,3,-8.549
2744,18261,14,2,-8.973
2745,1659,14,1,-7.29
2746,13768,15,2,-8.618
2747,5432,15,1,-7.953
2748,4295,14,2,-9.322
2749,18694,15,1,-9.06
2750,7436,15,3,-8.235
2751,8616,15,1,-8.102
2752,13460,15,3,-8.459
2753,11020,15,3,-9.417
2754,3963,14,3,-8.071
2755,6286,15,1,-9.32
2756,11751,14,1,-9.069
2757,7540,15,1,-8.117
2758,1350,15,3,-7.873
2759,4081,14,1,-9.098
2760,9190,15,2,-8.81
2761,8170,15,2,-8.564
2762,888,15,3,-8.927
2763,2661,14,3,-9.238
2764,9188,15,3,-9.169
2765,12896,15,2,-7.402
2766,9613,14,1,-9.154
2767,4882,15,3,-8.825
2768,9705,14,1,-8.51
2769,2630,15,2,-7.518
2770,6549,14,2,-8.123
2771,15996,15,2,-8.083
2772,9913,14,3,-8.702
2773,7156,15,3,-7.631
2774,6615,14,2,-8.91
2775,6030,15,1,-8.556
2776,9575,14,3,-8.146
2777,18644,15,2,-8.952
2778,18378,15,1,-8.708
2779,6959,14,3,-9.334
2780,15736,15,3,-7.982
2781,13554,15,2,-9.403
2782,3496,15,3,-7.608
2783,10520,15,2,-8.107
2784,6500,15,1,-8.906
2785,8961,14,2,-9.034
2786,13812,15,3,-8.17
2787,7259,14,2,-8.839
2788,8301,14,1,-9.42
2789,14664,15,3,-8.742
2790,6661,14,1,-8.066
2791,17976,15,3,-9.003
2792,6155,14,2,-9.318
2793,10844,15,1,-10.27
2794,8990,15,1,-8.296
2795,18644,15,1,-8.655
2796,9544,15,2,-8.689
2797,2461,14,1,-8.834
2798,17379,14,2,-8.292
2799,14759,14,3,-8.554
2800,18562,15,3,-8.424
2801,14126,15,3,-8.025
2802,8051,14,1,-8.638
2803,6024,15,3,-8.0
2804,11896,15,1,-8.401
2805,12954,15,3,-9.268
2806,12193,14,1,-7.79
2807,13071,14,1,-8.573
2808,11002,15,1,-9.402
2809,12034,15,1,-8.254
2810,360,15,2,-8.043
2811,15903,14,1,-7.94
2812,14148,15,1,-8.758
2813,4141,14,1,-9.159
2814,8812,15,2,-7.419
2815,3244,15,3,-8.577
2816,9650,15,3,0.0
2817,14541,14,1,-8.38
2818,16025,14,3,-9.056
2819,4435,14,2,-9.189
2820,12797,14,1,-8.14
2821,2255,14,1,-8.287
2822,3910,15,1,-8.959
2823,10260,15,3,-7.555
2824,14806,15,1,-9.051
2825,7668,15,2,-8.861
2826,13676,15,2,-8.98
2827,17609,14,3,-8.18
2828,16361,14,3,-8.949
2829,13997,14,3,-8.17
2830,6129,14,3,-7.615
2831,88,15,3,-8.474
2832,495,14,2,-8.435
2833,16655,14,3,-8.563
2834,898,15,3,-7.986
2835,8942,15,2,-9.403
2836,7317,14,3,-9.411
2837,16655,14,2,-8.492
2838,10311,14,1,-9.072
2839,7295,14,1,-8.878
2840,13072,15,1,-8.346
2841,17610,15,2,-8.553
2842,18506,15,2,-8.546
2843,16038,15,2,-9.291
2844,1600,15,1,-7.741
2845,17379,14,3,-8.347
2846,5957,14,1,-8.791
2847,17298,15,1,-9.137
2848,948,15,3,-8.211
2849,13763,14,3,-8.428
2850,31,14,3,-8.293
2851,12177,14,3,-8.964
2852,802,15,3,-8.207
2853,9989,14,2,-7.599
2854,11373,14,3,-9.153
2855,12438,15,2,-8.096
2856,18505,14,1,-8.304
2857,7071,14,3,-9.288
2858,4951,14,1,-8.004
2859,12834,15,2,-8.408
2860,17385,14,1,-8.724
2861,12280,15,3,-9.182
2862,5661,14,1,-8.055
2863,11221,14,3,-7.688
2864,18631,14,2,-8.392
2865,2004,15,2,-8.579
2866,1257,14,2,-8.129
2867,14874,15,1,-7.636
2868,2153,14,1,-8.942
2869,6780,15,3,-9.142
2870,9570,15,2,-7.829
2871,16461,14,2,-8.893
2872,5404,15,3,-7.744
2873,3094,15,2,-8.187
2874,3026,15,1,-8.806
2875,10300,15,1,-9.551
2876,7812,15,3,-8.458
2877,718,15,1,-8.355
2878,13077,14,2,-8.958
2879,5756,15,1,-8.316
2880,7741,14,1,-8.439
2881,5617,14,1,-8.474
2882,7560,15,1,-8.581
2883,17170,15,1,-9.452
2884,17991,14,1,-8.457
2885,9543,14,1,-8.699
2886,2524,15,3,-8.877
2887,16885,14,1,-8.838
2888,8509,14,3,-7.873
2889,4953,14,1,-8.051
2890,4476,15,1,-9.794
2891,7472,15,1,-8.447
2892,9705,14,3,-8.67
2893,14866,15,3,-8.098
2894,16369,14,2,-8.705
2895,4778,15,2,-9.499
2896,7296,15,1,-8.71
2897,16370,15,1,-8.326
2898,1505,14,1,-9.413
2899,15906,15,2,-8.878
2900,6134,15,1,-9.248
2901,3836,15,3,-8.894
2902,17858,15,2,-9.331
2903,18027,14,1,0.0
2904,11650,15,1,-7.621
2905,7956,15,1,0.0
2906,56,15,3,-8.223
2907,14089,14,3,-8.931
2908,2626,15,2,-8.442
2909,4830,15,1,-9.871
2910,17198,15,1,-7.925
2911,16986,15,2,-8.113
2912,6971,14,1,-7.868
2913,7929,14,1,-8.8
2914,3449,14,1,-9.363
2915,4560,15,2,-8.497
2916,3442,15,2,-8.76
2917,16581,14,1,-8.937
2918,3971,14,1,-8.345
2919,9603,14,3,-9.036
2920,14508,15,3,-8.808
2921,4351,14,2,-9.414
2922,5212,15,3,-7.785
2923,12898,15,1,-8.301
2924,9033,14,2,-8.709
2925,5833,14,1,-8.901
2926,16346,15,1,-8.36
2927,6180,15,1,-7.641
2928,17144,15,3,-9.348
2929,17205,14,3,-8.721
2930,8151,14,2,-8.66
2931,7094,15,1,-8.394
2932,14963,14,2,-9.062
2933,4687,14,2,-8.206
2934,7182,15,3,-8.623
2935,10843,14,2,-9.401
2936,12438,15,3,-8.17
2937,392,15,2,-7.595
2938,16292,15,3,-7.665
2939,6003,14,2,-7.916
2940,12334,15,1,-8.383
2941,11668,15,3,-8.307
2942,10844,15,3,-10.24
2943,3666,15,2,-8.234
2944,7060,15,1,-7.888
2945,16600,15,1,-7.976
2946,17836,15,2,-9.07
2947,6702,15,1,-8.568
2948,8634,15,3,-8.812
2949,7301,14,3,-8.569
2950,16801,14,2,-8.611
2951,2870,15,1,-9.004
2952,15813,14,1,-8.999
2953,5184,15,3,-8.084
2954,3137,14,2,-8.525
2955,1765,14,3,-7.892
2956,15150,15,2,-8.02
2957,10784,15,1,-8.203
2958,4401,14,2,-8.418
2959,3217,14,1,-9.479
2960,8383,14,1,-8.726
2961,10013,14,3,-9.024
2962,11707,14,3,-9.284
2963,13656,15,1,-7.716
2964,1195,14,1,-8.747
2965,3275,14,1,-8.361
2966,1691,14,2,-8.573
2967,9484,15,1,-8.831
2968,5211,14,2,-8.321
2969,4296,15,1,-9.454
2970,1707,14,2,-8.985
2971,17858,15,3,-9.289
2972,11942,15,2,-8.707
2973,15509,14,3,-8.728
2974,4450,15,1,-9.784
2975,4609,14,3,-9.061
2976,5431,14,3,-8.04
2977,4813,14,1,-8.839
2978,15678,15,1,-7.887
2979,13889,14,3,-9.305
2980,18333,14,2,-8.171
2981,10890,15,3,-8.59
2982,16263,14,2,-7.962
2983,5478,15,3,-9.623
2984,3985,14,1,-8.268
2985,14127,14,1,-7.801
2986,6424,15,2,-8.401
2987,14191,14,2,-8.91
2988,10014,15,2,-8.642
2989,8005,14,1,-7.934
2990,18321,14,3,-7.781
2991,1349,14,3,-9.028
2992,2954,15,2,-8.455
2993,11176,15,3,-7.35
2994,10725,14,3,-9.136
2995,11926,15,1,-8.212
2996,11739,14,2,-8.965
2997,5906,15,3,-9.14
2998,15994,15,3,-7.939
2999,3816,15,2,-7.333
3000,12214,15,3,-8.079
3001,1881,14,2,-8.285
3002,13313,14,1,-8.414
3003,15860,15,3,-8.787
3004,17118,15,2,-7.998
3005,16609,14,3,-8.219
3006,2974,15,3,-9.106
3007,17007,14,2,-8.278
3008,12341,14,3,-8.032
3009,7805,14,2,-8.622
3010,8803,14,2,-8.388
3011,11166,15,3,-7.623
3012,14109,14,3,-7.337
3013,17101,14,1,-8.916
3014,4677,14,3,-8.546
3015,1196,15,1,-8.947
3016,16990,15,3,-9.17
3017,7998,15,1,-8.941
3018,4495,14,1,-9.603
3019,5987,14,2,-8.635
3020,13840,15,3,-9.455
3021,14940,15,3,-8.092
3022,2256,15,3,-8.635
3023,10642,15,1,-8.382
3024,16252,15,1,-8.461
3025,1718,15,2,-8.579
3026,16658,15,3,-8.371
3027,2330,15,1,-9.291
3028,6662,15,1,-7.655
3029,7072,15,2,-9.365
3030,4953,14,2,-8.058
3031,18715,14,1,-8.551
3032,14387,14,2,-9.244
3033,17872,15,3,-8.813
3034,4600,15,1,-7.695
3035,15063,14,1,0.0
3036,15995,14,2,-8.125
3037,14403,14,2,-8.736
3038,16487,14,3,-8.632
3039,11446,15,3,-9.194
3040,2445,14,2,-8.989
3041,12827,14,1,-8.305
3042,4152,15,1,-8.085
3043,17859,14,1,-8.627
3044,4214,15,3,-8.932
3045,9235,14,2,-8.655
3046,17810,15,2,-8.322
3047,12896,15,1,-7.486
3048,3797,14,3,-8.321
3049,11678,15,1,-8.795
3050,10889,14,3,-8.553
3051,8989,14,3,-8.193
3052,1890,15,2,-7.784
3053,14201,14,3,-8.519
3054,9890,15,2,-7.703
3055,673,14,3,-8.257
3056,10500,15,1,-8.625
3057,4462,15,1,-8.977
3058,11267,14,3,-8.73
3059,11700,15,3,-7.783
3060,16603,14,1,-8.544
3061,18193,14,3,-8.613
3062,5903,14,2,-7.699
3063,16079,14,3,0.0
3064,6343,14,3,-8.733
3065,11374,15,1,-8.967
3066,7504,15,1,-9.57
3067,13520,15,3,-8.218
3068,14917,14,3,-9.57
3069,13759,14,2,-8.642
3070,15810,15,3,-8.748
3071,1998,15,2,-9.027
3072,4273,14,3,-8.334
3073,13778,15,2,-8.476
3074,12821,14,3,-8.344
3075,136,15,1,-8.576
3076,4209,14,3,-8.549
3077,8334,15,2,-8.535
3078,11118,15,3,-9.329
3079,8214,15,2,-9.056
3080,5410,15,2,-7.448
3081,417,14,1,-8.484
3082,5296,15,1,-8.801
3083,7811,14,1,-8.97
3084,2553,14,1,-9.218
3085,4209,14,1,-8.5
3086,5502,15,3,-8.262
3087,10726,15,2,-9.408
3088,2883,14,2,-8.292
3089,13460,15,1,-8.474
3090,17374,15,2,-8.635
3091,16196,15,2,-7.458
3092,18479,14,2,-7.906
3093,7352,15,2,-8.397
3094,10306,15,2,-8.029
3095,4971,14,2,-8.371
3096,11230,15,2,-8.946
3097,9474,15,1,-8.226
3098,8302,15,3,-9.242
3099,6499,14,2,-8.745
3100,6005,14,3,-7.767
3101,18591,14,1,-8.184
3102,6081,14,2,-8.532
3103,12481,14,3,-8.684
3104,11275,14,2,-9.169
3105,18680,15,1,-8.62
3106,4081,14,3,-9.058
3107,11001,14,2,-9.197
3108,9189,14,2,-8.936
3109,16494,15,2,-7.876
3110,18077,14,1,-8.016
3111,13547,14,3,-7.809
3112,17806,15,3,-10.22
3113,557,14,3,-8.639
3114,6682,15,3,-8.621
3115,12484,15,1,-9.191
3116,5784,15,3,-8.958
3117,14727,14,3,0.0
3118,14271,14,1,-8.905
3119,15641,14,1,-8.539
3120,4592,15,1,-8.966
3121,2816,15,2,-8.617
3122,13314,15,3,-8.496
3123,15113,14,2,-9.119
3124,16653,14,2,-8.622
3125,7945,14,2,-8.684
3126,6737,14,1,-7.691
3127,15591,14,3,-8.059
3128,1349,14,1,-8.981
3129,5818,15,1,-9.668
3130,13760,15,3,-9.05
3131,17800,15,3,-8.862
3132,5918,15,1,-9.555
3133,9666,15,2,0.0
3134,1193,14,1,-8.148
3135,8806,15,1,-8.345
3136,15454,15,2,-8.206
3137,7355,14,2,-8.457
3138,12048,15,3,-8.197
3139,17809,14,1,-9.171
3140,13858,15,1,-8.743
3141,13548,15,3,-7.876
3142,17299,14,3,-9.194
3143,6827,14,1,-7.493
3144,15120,15,1,-8.899
3145,11678,15,2,-8.836
3146,15117,14,2,-9.309
3147,11962,15,2,-8.626
3148,17297,14,3,-9.287
3149,3632,15,2,-7.572
3150,5256,15,2,-8.761
3151,9517,14,2,-8.482
3152,10991,14,1,-8.733
3153,6044,15,1,-8.997
3154,8711,14,2,-9.226
3155,11175,14,1,-7.586
3156,7000,15,3,-10.12
3157,18810,15,1,-8.188
3158,9088,15,2,-8.516
3159,8435,14,2,-8.635
3160,3672,15,2,-9.247
3161,9033,14,3,-8.725
3162,14686,15,2,-8.351
3163,8945,14,1,-8.575
3164,10991,14,3,-8.741
3165,5369,14,3,-8.755
3166,9957,14,3,-8.252
3167,5376,15,2,-7.454
3168,8712,15,3,-8.758
3169,2693,14,2,-9.303
3170,12799,14,3,-9.344
3171,17043,14,3,-7.657
3172,16523,14,3,-8.586
3173,14478,15,1,-8.694
3174,6714,15,1,-7.679
3175,10800,15,2,-7.809
3176,15848,15,1,-10.05
3177,4819,14,1,-9.191
3178,16712,15,2,-8.716
3179,15048,15,1,-8.484
3180,4026,15,3,-9.235
3181,2548,15,1,-9.044
3182,18676,15,3,-8.846
3183,8011,14,1,-8.182
3184,10975,14,2,-8.389
3185,18365,14,2,-9.142
3186,8666,15,2,-7.433
3187,8661,14,2,-8.694
3188,15860,15,2,-8.16
3189,13656,15,2,-7.917
3190,14695,14,2,-8.552
3191,13229,14,3,-8.467
3192,5629,14,2,-7.909
3193,644,15,3,-7.776
3194,14090,15,2,-8.966
3195,3292,15,2,-8.612
3196,752,15,2,-8.721
3197,18833,14,3,-8.86
3198,9755,14,3,-8.466
3199,14685,14,1,-8.158
3200,11445,14,2,-9.049
3201,3198,15,3,-8.89
3202,18341,14,1,-7.437
3203,3934,15,2,-8.09
3204,8152,15,2,-9.125
3205,6554,15,1,-9.043
3206,4509,14,1,-8.407
3207,2118,15,1,-8.694
3208,6584,15,2,-8.16
3209,11550,15,1,-8.37
3210,1105,14,3,-9.484
3211,12196,15,2,0
3212,15333,14,3,-8.041
3213,15219,14,1,-8.419
3214,2661,14,2,-9.276
3215,15809,14,3,-8.28
3216,6479,14,2,-8.086
3217,231,14,2,-8.179
3218,9694,15,2,-8.758
3219,10786,15,3,-7.713
3220,12092,15,1,-7.535
3221,2274,15,1,-8.783
3222,2724,15,1,-8.763
3223,9212,15,1,-8.317
3224,571,14,3,-8.331
3225,8990,15,3,-8.301
