,id,isomer,conf_id,idock_score,rf_score
2390,18833,14,1,-9.0,7.66
2391,6032,15,1,-8.89,7.32
2392,11268,15,2,-9.47,7.9
2393,166,15,1,-8.2,7.68
2394,7409,14,2,-7.86,7.6
2395,15590,15,1,-9.07,7.75
2396,10133,14,2,-8.95,7.64
2397,8052,15,1,-8.37,7.58
2398,9381,14,3,-9.05,7.48
2399,3619,14,1,-8.11,7.31
2400,6938,15,3,-8.73,7.85
2401,12600,15,2,-8.26,7.78
2402,1022,15,3,-9.52,7.55
2403,8170,15,1,-8.36,7.39
2404,16402,15,2,-8.7,7.22
2405,2412,15,1,-9.28,7.59
2406,7767,14,1,-9.34,7.61
2407,5686,15,1,-8.18,7.5
2408,12273,14,1,-8.43,7.85
2409,10420,15,2,-8.06,7.44
2410,17492,15,1,-8.23,7.41
2411,1885,14,3,-8.27,7.66
2412,3451,14,2,-8.97,7.54
2413,15158,15,3,-7.8,7.49
2414,17754,15,3,-8.54,7.89
2415,8304,15,2,-9.01,7.34
2416,12450,15,2,-8.12,7.46
2417,571,14,1,-8.47,7.36
2418,2196,15,3,-8.51,7.52
2419,11223,14,2,-9.09,7.49
2420,2289,14,1,-9.94,7.68
2421,17858,15,1,-8.62,7.39
2422,4067,14,2,-8.03,7.73
2423,7224,15,1,-8.55,7.61
2424,12483,14,2,-9.6,7.44
2425,18716,15,3,-8.97,7.25
2426,17491,14,2,-8.09,7.34
2427,7737,14,3,-9.65,7.32
2428,18679,14,2,-8.68,7.69
2429,12178,15,3,-9.71,7.6
2430,12935,14,1,-9.57,7.73
2431,12053,14,2,-9.24,7.6
2432,17221,14,1,-9.35,7.65
2433,1761,14,1,-9.38,7.45
2434,6315,14,1,-9.03,7.62
2435,13314,15,2,-8.61,7.5
2436,18503,14,3,-9.11,7.55
2437,2613,14,1,-8.02,7.29
2438,1116,15,3,-9.37,7.58
2439,5624,15,2,-9.01,7.51
2440,3519,14,2,-8.67,7.74
2441,9061,14,1,-9.1,7.42
2442,15591,14,2,-8.03,7.4
2443,5403,14,3,-7.72,7.12
2444,246,15,2,-8.73,7.52
2445,5101,14,1,-9.01,7.62
2446,18428,15,1,-8.59,7.49
2447,798,15,3,-8.34,7.56
2448,8659,14,3,-8.41,7.65
2449,9665,14,3,-8.08,7.5
2450,2693,14,1,-9.44,7.86
2451,6784,15,1,-8.29,7.51
2452,1116,15,2,-9.56,7.65
2453,2579,14,2,-7.94,7.56
2454,8029,14,3,-7.91,7.58
2455,8843,14,3,-8.9,7.56
2456,15363,14,1,-7.83,7.6
2457,10642,15,2,-8.22,7.26
2458,11230,15,1,-8.95,7.29
2459,13546,15,2,-9.0,7.53
2460,797,14,3,-8.43,8.04
2461,2264,15,2,-8.11,7.71
2462,13019,14,2,-8.79,7.27
2463,5554,15,1,-8.5,7.11
2464,17414,15,1,-8.89,7.57
2465,16654,15,1,-9.39,7.41
2466,1759,14,2,-8.28,7.44
2467,8251,14,2,-8.02,7.25
2468,6082,15,1,-8.34,7.53
2469,13452,15,3,-7.5,7.99
2470,13716,15,2,-8.84,8.01
2471,6032,15,3,-8.76,7.36
2472,17143,14,1,-9.05,7.35
2473,18348,15,1,-9.34,7.94
2474,7768,15,2,-9.01,7.46
2475,11551,14,3,-8.52,7.91
2476,13889,14,2,-9.31,7.86
2477,18543,14,1,-9.09,7.58
2478,18631,14,1,-8.28,7.78
2479,6023,14,3,-7.94,7.9
2480,16195,14,2,-7.51,7.75
2481,713,14,2,-8.27,7.56
2482,17101,14,3,-8.91,7.62
2483,2708,15,1,-8.05,7.21
2484,15192,15,3,-7.75,7.18
2485,12820,15,1,-8.54,7.79
2486,12988,15,1,-9.38,7.4
2487,15397,14,2,-7.58,7.37
2488,6785,14,3,-8.91,7.46
2489,2329,14,1,-9.32,7.3
2490,17309,14,1,-9.31,7.4
2491,670,15,2,-8.55,7.49
2492,6950,15,2,-8.28,7.58
2493,2195,14,1,-8.43,7.32
2494,17665,14,2,-9.01,7.3
2495,18206,15,2,-9.18,7.47
2496,14148,15,2,-8.87,7.38
2497,12528,15,1,-8.24,7.79
2498,1024,15,2,-8.52,7.4
2499,15908,15,3,-9.36,7.54
2500,6449,14,3,-9.35,7.48
2501,6324,15,1,-9.42,7.51
2502,14505,14,2,-8.96,7.68
2503,1758,15,2,-8.87,7.31
2504,17446,15,1,-8.14,7.7
2505,2289,14,3,-9.52,7.29
2506,3248,15,1,-8.4,8.01
2507,2342,15,2,-7.73,7.32
2508,2554,15,2,-9.0,7.36
2509,10726,15,3,-9.43,7.42
2510,13682,15,3,-8.95,7.67
2511,2304,15,2,-10.03,7.9
2512,3519,14,1,-8.75,7.52
2513,2341,14,1,-8.09,7.42
2514,14992,15,2,-7.72,7.3
2515,513,14,2,-8.68,7.62
2516,14909,14,2,-8.15,7.27
2517,17991,14,3,-9.03,7.44
2518,18396,15,3,-8.59,7.58
2519,11808,15,2,-8.48,7.39
2520,11746,15,1,-9.01,7.5
2521,17809,14,3,-9.23,7.65
2522,2280,15,1,-7.59,7.79
2523,4384,15,2,-9.31,7.53
2524,8254,15,2,-7.44,7.49
2525,16985,14,1,-8.29,7.34
2526,749,14,3,-7.86,7.43
2527,5979,14,2,-9.66,7.33
2528,4495,14,2,-9.65,7.47
2529,3394,15,2,-8.95,7.29
2530,17729,14,3,-8.22,7.46
2531,534,15,3,-9.15,7.4
2532,3632,15,1,-7.98,7.52
2533,17109,14,1,-8.81,7.44
2534,3373,14,3,-8.38,7.35
2535,301,14,2,-8.95,7.46
2536,15847,14,1,-9.3,7.58
2537,14433,14,2,-8.67,7.57
2538,13452,15,2,-7.72,7.94
2539,1337,14,2,-8.64,7.62
2540,2471,14,2,-8.65,7.73
2541,9244,15,2,-7.53,7.28
2542,444,15,1,-9.46,7.94
2543,6022,15,3,-9.78,7.53
2544,18652,15,3,-7.85,7.53
2545,10169,14,2,-8.31,7.26
2546,1857,14,2,-8.5,7.54
2547,10612,15,3,-8.34,7.38
2548,6533,14,3,-7.74,7.49
2549,749,14,2,-7.85,7.41
2550,14759,14,2,-8.85,7.25
2551,11688,15,2,-9.24,7.72
2552,17106,15,1,-8.79,7.32
2553,7804,15,2,-9.49,7.36
2554,13750,15,3,-9.39,7.37
2555,12320,15,3,-9.16,7.54
2556,360,15,1,-7.81,7.53
2557,7414,15,2,-8.23,7.44
2558,6815,14,3,-8.01,7.55
2559,17067,14,2,-8.87,7.76
2560,10311,14,3,-9.19,7.4
2561,15191,14,3,-7.88,7.22
2562,4340,15,2,-8.04,7.72
2563,3983,14,2,-8.13,7.56
2564,2778,15,3,-8.91,7.38
2565,13427,14,1,-9.22,7.47
2566,4540,15,2,-9.55,7.72
2567,322,15,3,-8.74,7.69
2568,11081,14,2,-8.2,7.43
2569,10961,14,2,-8.55,7.91
2570,1043,14,2,-8.04,7.32
2571,6903,14,3,-8.75,7.51
2572,15522,15,2,-9.28,7.43
2573,1999,14,2,-9.14,7.39
2574,18479,14,3,-7.95,7.24
2575,2395,14,1,-8.95,7.51
2576,4805,14,2,-8.06,7.36
2577,15333,14,2,-8.34,7.61
2578,8549,14,2,-8.67,7.58
2579,1733,14,2,-9.47,7.36
2580,17730,15,1,-8.21,7.43
2581,4941,14,1,-8.52,7.23
2582,14504,15,2,-8.89,7.33
2583,11019,14,2,-9.3,7.61
2584,16627,14,1,-8.62,7.47
2585,17126,15,3,-8.01,7.44
2586,7806,15,3,-8.42,7.38
2587,17816,15,3,-9.66,7.73
2588,17108,15,1,-7.26,7.4
2589,4888,15,2,-8.34,7.63
2590,2869,14,3,-9.09,7.56
2591,5485,14,1,-8.65,7.46
2592,4044,15,1,-7.6,7.84
2593,3967,14,1,-8.16,7.55
2594,7334,15,3,-9.43,7.52
2595,5296,15,3,-8.66,7.49
2596,16336,15,1,-9.44,7.83
2597,2396,15,1,-9.59,7.97
2598,12792,15,2,-8.51,7.55
2599,8303,14,2,-9.04,7.54
2600,5520,15,3,-8.7,7.55
2601,5698,15,3,-8.87,7.66
2602,11804,15,3,-8.79,7.61
2603,12396,15,2,-9.03,7.54
2604,16228,15,1,-8.96,7.52
2605,4185,14,2,-8.23,7.29
2606,4068,15,2,-8.23,8.07
2607,7053,14,1,-7.86,7.53
2608,11895,14,3,-8.19,7.34
2609,3949,14,3,-9.86,7.56
2610,2296,15,2,-8.58,7.49
2611,15847,14,3,-9.38,7.58
2612,3393,14,2,-9.18,7.59
2613,3244,15,1,-8.37,7.33
2614,5486,15,3,-8.53,7.46
2615,4703,14,2,-9.31,7.51
2616,5842,15,1,-8.31,7.78
2617,9001,14,3,-8.32,7.62
2618,4299,14,1,-8.11,7.35
2619,2182,15,1,-7.82,7.63
2620,18028,15,1,-8.39,7.52
2621,6904,15,2,-8.43,7.5
2622,13633,14,2,-9.0,7.48
2623,6859,14,2,-8.3,7.65
2624,6716,15,2,-8.15,7.8
2625,6343,14,1,-8.72,7.55
2626,9613,14,3,-9.1,7.62
2627,13291,14,1,-7.51,7.79
2628,2280,15,2,-7.07,7.35
2629,14472,15,1,-8.57,7.59
2630,3475,14,2,-7.54,8.08
2631,3821,14,2,-8.56,7.15
2632,16836,15,3,-8.48,7.85
2633,18533,14,3,-7.8,7.5
2634,16836,15,2,-8.4,7.71
2635,5831,14,3,-8.2,7.3
2636,12853,14,2,-8.97,7.88
2637,18643,14,3,-8.99,7.72
2638,209,14,1,-8.43,7.27
2639,11984,15,3,-8.35,7.42
2640,2071,14,2,-8.21,7.52
2641,13077,14,1,-8.98,7.74
2642,13181,14,3,-8.05,7.43
2643,12333,14,1,-8.26,7.41
2644,5842,15,3,-8.25,7.86
2645,11751,14,2,-9.15,7.29
2646,2799,14,2,-9.51,7.45
2647,2585,14,2,-8.4,7.53
2648,1910,15,1,-8.68,7.89
2649,10341,14,3,-8.15,7.26
2650,18701,14,2,-8.79,7.52
2651,12700,15,2,-8.45,7.42
2652,12235,14,2,-8.82,7.37
2653,11229,14,1,-9.45,7.39
2654,11779,14,1,-8.59,7.72
2655,7559,14,1,-9.09,7.55
2656,12141,14,3,-9.28,7.44
2657,17700,15,2,-8.76,7.25
2658,8644,15,1,-8.59,7.36
2659,15791,14,1,-8.76,7.24
2660,11476,15,2,-8.83,7.51
2661,12250,15,1,-9.45,7.59
2662,6790,15,3,-8.58,7.92
2663,7699,14,1,-8.54,7.34
2664,1654,15,2,-8.47,7.63
2665,10009,14,1,-9.01,7.4
2666,7395,14,2,-8.52,7.63
2667,1757,14,1,-7.97,7.51
2668,18279,14,3,-7.99,7.54
2669,10908,15,3,-9.2,7.5
2670,3437,14,2,-8.29,7.3
2671,15677,14,2,-8.38,7.84
2672,15707,14,1,-8.7,7.82
2673,14917,14,1,-9.51,7.5
2674,2815,14,1,-8.36,7.61
2675,18632,15,1,-8.69,7.54
2676,2280,15,3,-7.56,7.85
2677,13501,14,3,-8.86,7.42
2678,10784,15,3,-9.07,7.3
2679,8550,15,2,-8.52,7.53
2680,16016,15,2,-9.1,7.57
2681,13811,14,2,-7.89,7.42
2682,6860,15,3,-8.7,7.81
2683,9087,14,2,-9.16,7.48
2684,13009,14,1,-9.52,7.34
2685,3671,14,3,-9.08,7.71
2686,15024,15,1,-8.29,7.58
2687,15191,14,1,-8.01,7.44
2688,3471,14,3,-8.01,7.54
2689,16835,14,1,-8.48,7.85
2690,9197,14,2,-8.47,7.62
2691,6746,15,2,-8.19,7.62
2692,13545,14,2,-8.63,7.5
2693,10389,14,2,-8.91,7.34
2694,7054,15,2,-8.72,7.5
2695,16542,15,1,-8.89,7.48
2696,8645,14,1,-9.07,7.36
2697,12249,14,3,-9.78,7.4
2698,1777,14,2,-9.08,7.26
2699,9149,14,1,-9.19,7.45
2700,15158,15,2,-7.61,7.43
2701,2979,14,1,-8.91,7.63
2702,11818,15,1,-8.17,7.35
2703,10334,15,1,-7.82,7.37
2704,3584,15,3,-9.0,7.5
2705,3700,15,1,-10.13,7.78
2706,18632,15,3,-8.61,7.62
2707,5417,14,3,-8.92,7.54
2708,13839,14,3,-9.13,7.21
2709,2854,15,2,-8.69,7.41
2710,10243,14,1,-8.26,7.6
2711,8340,15,1,-8.32,7.45
2712,13546,15,3,-8.54,7.24
2713,14416,15,1,-7.76,7.87
2714,1830,15,1,-8.3,7.29
2715,4841,14,2,-7.53,7.38
2716,3238,15,3,-8.64,7.56
2717,12625,14,1,-7.78,7.36
2718,12273,14,3,-9.18,7.65
2719,12895,14,1,-7.63,7.76
2720,3972,15,3,-8.5,7.51
2721,11165,14,2,-8.13,7.31
2722,15711,14,2,-9.23,7.51
2723,14128,15,2,-7.46,7.25
2724,7333,14,2,-9.8,7.53
2725,5102,15,2,-8.15,7.43
2726,986,15,3,-9.01,7.81
2727,12819,14,3,-8.79,7.61
2728,6713,14,1,-7.91,7.49
2729,2892,15,1,-9.86,8.12
2730,8509,14,2,-7.71,7.32
2731,2461,14,3,-8.92,7.67
2732,714,15,3,-8.45,7.49
2733,10641,14,2,-8.45,7.24
2734,7356,15,3,-8.66,7.5
2735,1211,14,2,-9.05,7.71
2736,8468,15,1,-8.39,7.76
2737,1115,14,3,-9.1,7.4
2738,2311,14,1,-8.8,7.44
2739,17377,14,3,-8.45,7.46
2740,2579,14,1,-7.89,7.56
2741,5568,15,1,-8.66,7.51
2742,3472,15,1,-8.0,7.32
2743,1520,15,3,-8.76,7.63
2744,18261,14,2,-8.92,7.31
2745,1659,14,1,-7.82,7.56
2746,13768,15,2,-8.65,7.5
2747,5432,15,1,-8.2,7.39
2748,4295,14,2,-9.39,7.4
2749,18694,15,1,-9.07,7.59
2750,7436,15,3,-8.27,7.24
2751,8616,15,1,-8.11,7.36
2752,13460,15,3,-8.53,7.48
2753,11020,15,3,-9.51,7.94
2754,3963,14,3,-8.1,7.62
2755,6286,15,1,-9.32,7.31
2756,11751,14,1,-9.12,7.3
2757,7540,15,1,-8.47,7.54
2758,1350,15,3,-8.18,7.28
2759,4081,14,1,-8.97,7.42
2760,9190,15,2,-8.86,7.7
2761,8170,15,2,-8.33,7.62
2762,888,15,3,-8.85,7.97
2763,2661,14,3,-9.32,7.55
2764,9188,15,3,-9.32,7.75
2765,12896,15,2,-7.42,7.53
2766,9613,14,1,-9.2,7.65
2767,4882,15,3,-8.88,7.65
2768,9705,14,1,-8.68,7.5
2769,2630,15,2,-7.66,7.55
2770,6549,14,2,-7.98,7.42
2771,15996,15,2,-8.05,8.07
2772,9913,14,3,-8.89,7.34
2773,7156,15,3,-7.8,7.38
2774,6615,14,2,-8.96,7.69
2775,6030,15,1,-8.81,7.62
2776,9575,14,3,-8.36,7.55
2777,18644,15,2,-8.73,7.39
2778,18378,15,1,-8.76,7.71
2779,6959,14,3,-9.27,7.41
2780,15736,15,3,-8.05,7.41
2781,13554,15,2,-9.52,7.51
2782,3496,15,3,-7.75,7.65
2783,10520,15,2,-8.45,7.82
2784,6500,15,1,-8.69,7.42
2785,8961,14,2,-9.14,7.53
2786,13812,15,3,-8.15,7.25
2787,7259,14,2,-8.76,7.32
2788,8301,14,1,-9.39,7.38
2789,14664,15,3,-8.88,7.31
2790,6661,14,1,-8.14,7.4
2791,17976,15,3,-8.96,7.29
2792,6155,14,2,-9.23,7.37
2793,10844,15,1,-10.44,7.75
2794,8990,15,1,-8.44,7.85
2795,18644,15,1,-9.07,7.55
2796,9544,15,2,-8.78,7.78
2797,2461,14,1,-8.75,7.59
2798,17379,14,2,-8.97,7.21
2799,14759,14,3,-8.88,7.29
2800,18562,15,3,-8.57,7.87
2801,14126,15,3,-8.48,7.96
2802,8051,14,1,-8.56,7.78
2803,6024,15,3,-7.76,7.99
2804,11896,15,1,-8.33,7.32
2805,12954,15,3,-9.42,7.46
2806,12193,14,1,-7.86,7.48
2807,13071,14,1,-8.57,7.53
2808,11002,15,1,-9.4,7.63
2809,12034,15,1,-8.23,7.22
2810,360,15,2,-7.92,7.68
2811,15903,14,1,-8.21,7.59
2812,14148,15,1,-9.16,7.74
2813,4141,14,1,-9.16,7.33
2814,8812,15,2,-7.45,7.22
2815,3244,15,3,-8.47,7.28
2816,9650,15,3,-8.22,7.3
2817,14541,14,1,-8.15,7.51
2818,16025,14,3,-9.09,7.23
2819,4435,14,2,-9.34,7.52
2820,12797,14,1,-8.17,7.29
2821,2255,14,1,-8.31,7.67
2822,3910,15,1,-9.02,7.23
2823,10260,15,3,-7.71,7.62
2824,14806,15,1,-8.98,7.22
2825,7668,15,2,-8.84,7.72
2826,13676,15,2,-9.13,7.45
2827,17609,14,3,-8.28,7.42
2828,16361,14,3,-8.87,7.67
2829,13997,14,3,-8.25,7.49
2830,6129,14,3,-7.95,7.56
2831,88,15,3,-8.74,7.5
2832,495,14,2,-8.54,7.52
2833,16655,14,3,-8.4,7.75
2834,898,15,3,-8.2,7.7
2835,8942,15,2,-9.45,7.42
2836,7317,14,3,-9.42,7.41
2837,16655,14,2,-8.62,7.79
2838,10311,14,1,-9.12,7.34
2839,7295,14,1,-8.83,7.39
2840,13072,15,1,-8.55,7.64
2841,17610,15,2,-8.72,7.59
2842,18506,15,2,-8.11,7.4
2843,16038,15,2,-9.26,7.44
2844,1600,15,1,-7.6,7.52
2845,17379,14,3,-8.8,7.15
2846,5957,14,1,-8.71,7.76
2847,17298,15,1,-9.24,7.57
2848,948,15,3,-8.16,7.45
2849,13763,14,3,-8.58,7.46
2850,31,14,3,-8.59,7.61
2851,12177,14,3,-9.02,7.31
2852,802,15,3,-8.46,7.53
2853,9989,14,2,-7.87,7.42
2854,11373,14,3,-9.17,7.78
2855,12438,15,2,-8.24,7.67
2856,18505,14,1,-8.18,7.49
2857,7071,14,3,-9.44,7.44
2858,4951,14,1,-8.34,7.27
2859,12834,15,2,-8.3,7.47
2860,17385,14,1,-8.81,7.49
2861,12280,15,3,-9.21,7.33
2862,5661,14,1,-8.0,7.66
2863,11221,14,3,-7.49,7.52
2864,18631,14,2,-8.42,7.77
2865,2004,15,2,-8.7,7.77
2866,1257,14,2,-8.3,7.56
2867,14874,15,1,-7.66,7.28
2868,2153,14,1,-9.13,7.51
2869,6780,15,3,-9.23,7.88
2870,9570,15,2,-7.86,7.42
2871,16461,14,2,-8.93,7.15
2872,5404,15,3,-7.79,7.12
2873,3094,15,2,-8.14,7.53
2874,3026,15,1,-8.89,7.37
2875,10300,15,1,-9.55,7.65
2876,7812,15,3,-8.74,8.03
2877,718,15,1,-8.46,7.75
2878,13077,14,2,-9.17,7.55
2879,5756,15,1,-8.56,7.48
2880,7741,14,1,-8.2,7.54
2881,5617,14,1,-8.44,7.53
2882,7560,15,1,-8.66,7.34
2883,17170,15,1,-9.39,7.32
2884,17991,14,1,-9.09,7.48
2885,9543,14,1,-8.68,7.44
2886,2524,15,3,-9.04,7.68
2887,16885,14,1,-9.19,7.75
2888,8509,14,3,-7.9,7.2
2889,4953,14,1,-8.09,7.6
2890,4476,15,1,-9.82,7.94
2891,7472,15,1,-8.47,7.51
2892,9705,14,3,-8.51,7.33
2893,14866,15,3,-8.0,7.28
2894,16369,14,2,-8.46,7.56
2895,4778,15,2,-9.58,7.63
2896,7296,15,1,-8.82,7.53
2897,16370,15,1,-8.45,7.99
2898,1505,14,1,-9.47,7.46
2899,15906,15,2,-8.95,7.38
2900,6134,15,1,-9.2,7.45
2901,3836,15,3,-8.41,7.52
2902,17858,15,2,-8.7,7.31
2903,18027,14,1,-8.07,7.74
2904,11650,15,1,-7.87,7.33
2905,7956,15,1,-8.81,7.06
2906,56,15,3,-7.92,7.49
2907,14089,14,3,-9.05,7.28
2908,2626,15,2,-8.91,7.29
2909,4830,15,1,-9.91,7.52
2910,17198,15,1,-8.02,7.43
2911,16986,15,2,-8.45,7.52
2912,6971,14,1,-7.82,7.56
2913,7929,14,1,-8.73,7.64
2914,3449,14,1,-9.39,7.66
2915,4560,15,2,-8.49,7.6
2916,3442,15,2,-8.94,7.39
2917,16581,14,1,-9.07,7.38
2918,3971,14,1,-8.34,7.31
2919,9603,14,3,-9.05,7.39
2920,14508,15,3,-9.07,7.77
2921,4351,14,2,-9.37,7.78
2922,5212,15,3,-7.79,7.33
2923,12898,15,1,-8.65,7.62
2924,9033,14,2,-8.72,7.35
2925,5833,14,1,-8.95,7.55
2926,16346,15,1,-8.37,7.36
2927,6180,15,1,-7.67,7.25
2928,17144,15,3,-9.31,7.45
2929,17205,14,3,-8.94,7.58
2930,8151,14,2,-8.76,7.24
2931,7094,15,1,-8.38,7.32
2932,14963,14,2,-9.43,7.46
2933,4687,14,2,-8.16,7.49
2934,7182,15,3,-8.53,7.46
2935,10843,14,2,-9.41,7.38
2936,12438,15,3,-8.23,7.67
2937,392,15,2,-7.93,7.44
2938,16292,15,3,-7.63,7.22
2939,6003,14,2,-8.31,7.48
2940,12334,15,1,-8.87,7.43
2941,11668,15,3,-8.4,7.5
2942,10844,15,3,-10.41,7.82
2943,3666,15,2,-8.25,7.36
2944,7060,15,1,-7.95,7.44
2945,16600,15,1,-7.95,7.63
2946,17836,15,2,-9.12,7.54
2947,6702,15,1,-8.83,7.62
2948,8634,15,3,-8.86,7.6
2949,7301,14,3,-8.53,7.47
2950,16801,14,2,-8.59,7.66
2951,2870,15,1,-9.04,7.4
2952,15813,14,1,-9.16,7.57
2953,5184,15,3,-7.65,7.67
2954,3137,14,2,-8.59,7.51
2955,1765,14,3,-7.77,7.34
2956,15150,15,2,-8.59,7.43
2957,10784,15,1,-7.99,7.09
2958,4401,14,2,-8.32,7.46
2959,3217,14,1,-9.6,7.45
2960,8383,14,1,-8.78,7.93
2961,10013,14,3,-9.06,7.49
2962,11707,14,3,-9.39,7.46
2963,13656,15,1,-8.25,7.28
2964,1195,14,1,-8.85,7.24
2965,3275,14,1,-8.24,7.66
2966,1691,14,2,-8.64,7.53
2967,9484,15,1,-8.87,7.79
2968,5211,14,2,-8.42,7.48
2969,4296,15,1,-9.64,7.47
2970,1707,14,2,-9.02,7.73
2971,17858,15,3,-8.81,7.31
2972,11942,15,2,-8.59,7.63
2973,15509,14,3,-8.84,7.56
2974,4450,15,1,-9.72,7.59
2975,4609,14,3,-9.09,7.52
2976,5431,14,3,-8.12,7.5
2977,4813,14,1,-8.89,7.45
2978,15678,15,1,-7.94,7.65
2979,13889,14,3,-9.31,7.84
2980,18333,14,2,-8.19,7.46
2981,10890,15,3,-8.65,7.65
2982,16263,14,2,-7.65,7.54
2983,5478,15,3,-9.81,7.64
2984,3985,14,1,-8.31,7.7
2985,14127,14,1,-7.89,7.52
2986,6424,15,2,-8.3,7.59
2987,14191,14,2,-8.94,7.24
2988,10014,15,2,-9.27,7.58
2989,8005,14,1,-7.82,7.56
2990,18321,14,3,-7.71,7.21
2991,1349,14,3,-9.14,7.53
2992,2954,15,2,-8.8,7.49
2993,11176,15,3,-7.55,7.18
2994,10725,14,3,-9.22,7.2
2995,11926,15,1,-8.36,7.53
2996,11739,14,2,-8.98,7.59
2997,5906,15,3,-9.1,7.53
2998,15994,15,3,-8.0,7.39
2999,3816,15,2,-7.36,7.45
3000,12214,15,3,-8.25,7.76
3001,1881,14,2,-8.19,7.2
3002,13313,14,1,-8.53,7.67
3003,15860,15,3,-8.64,7.42
3004,17118,15,2,-8.41,7.94
3005,16609,14,3,-8.31,7.6
3006,2974,15,3,-9.31,7.57
3007,17007,14,2,-8.34,7.51
3008,12341,14,3,-8.06,7.93
3009,7805,14,2,-8.57,7.65
3010,8803,14,2,-8.53,7.6
3011,11166,15,3,-8.11,7.58
3012,14109,14,3,-7.7,7.49
3013,17101,14,1,-8.92,7.4
3014,4677,14,3,-8.57,7.38
3015,1196,15,1,-9.01,7.45
3016,16990,15,3,-9.25,7.48
3017,7998,15,1,-9.02,7.46
3018,4495,14,1,-9.52,7.32
3019,5987,14,2,-8.73,7.63
3020,13840,15,3,-9.79,7.63
3021,14940,15,3,-7.89,7.37
3022,2256,15,3,-8.68,7.64
3023,10642,15,1,-8.35,7.49
3024,16252,15,1,-8.56,7.62
3025,1718,15,2,-8.69,7.75
3026,16658,15,3,-8.05,7.33
3027,2330,15,1,-9.51,7.77
3028,6662,15,1,-7.63,7.17
3029,7072,15,2,-9.3,7.64
3030,4953,14,2,-7.97,7.4
3031,18715,14,1,-8.66,7.25
3032,14387,14,2,-9.3,7.36
3033,17872,15,3,-8.9,8.12
3034,4600,15,1,-8.09,7.67
3035,15063,14,1,-8.54,7.5
3036,15995,14,2,-8.05,8.02
3037,14403,14,2,-8.9,7.77
3038,16487,14,3,-8.91,7.5
3039,11446,15,3,-9.06,7.5
3040,2445,14,2,-8.77,7.66
3041,12827,14,1,-8.42,7.94
3042,4152,15,1,-7.95,7.52
3043,17859,14,1,-8.75,7.64
3044,4214,15,3,-8.87,7.58
3045,9235,14,2,-9.38,7.51
3046,17810,15,2,-8.17,7.68
3047,12896,15,1,-7.56,7.61
3048,3797,14,3,-8.2,7.45
3049,11678,15,1,-8.46,7.5
3050,10889,14,3,-8.6,7.51
3051,8989,14,3,-8.39,7.5
3052,1890,15,2,-7.77,7.33
3053,14201,14,3,-8.63,7.3
3054,9890,15,2,-7.68,7.22
3055,673,14,3,-8.31,7.51
3056,10500,15,1,-8.65,7.38
3057,4462,15,1,-9.13,7.64
3058,11267,14,3,-8.82,7.82
3059,11700,15,3,-7.73,7.37
3060,16603,14,1,-8.68,7.28
3061,18193,14,3,-8.63,7.8
3062,5903,14,2,-8.03,7.2
3063,16079,14,3,-7.13,7.82
3064,6343,14,3,-8.77,7.33
3065,11374,15,1,-8.91,7.68
3066,7504,15,1,-9.76,7.8
3067,13520,15,3,-8.32,7.66
3068,14917,14,3,-9.56,7.33
3069,13759,14,2,-8.6,7.53
3070,15810,15,3,-8.75,8.01
3071,1998,15,2,-9.05,7.41
3072,4273,14,3,-8.37,7.38
3073,13778,15,2,-8.41,7.6
3074,12821,14,3,-8.29,7.54
3075,136,15,1,-8.52,7.72
3076,4209,14,3,-8.65,7.69
3077,8334,15,2,-8.63,7.63
3078,11118,15,3,-9.31,7.58
3079,8214,15,2,-9.51,7.53
3080,5410,15,2,-7.31,7.16
3081,417,14,1,-8.33,7.46
3082,5296,15,1,-8.61,7.46
3083,7811,14,1,-8.77,8.07
3084,2553,14,1,-9.21,7.48
3085,4209,14,1,-8.63,7.49
3086,5502,15,3,-9.0,7.63
3087,10726,15,2,-9.42,7.32
3088,2883,14,2,-8.13,7.48
3089,13460,15,1,-8.43,7.64
3090,17374,15,2,-8.55,7.65
3091,16196,15,2,-7.57,7.73
3092,18479,14,2,-7.9,7.25
3093,7352,15,2,-8.46,7.87
3094,10306,15,2,-8.82,7.54
3095,4971,14,2,-8.31,7.52
3096,11230,15,2,-8.97,7.34
3097,9474,15,1,-8.75,7.71
3098,8302,15,3,-9.24,7.51
3099,6499,14,2,-8.69,7.46
3100,6005,14,3,-8.16,7.41
3101,18591,14,1,-8.21,7.62
3102,6081,14,2,-8.42,7.48
3103,12481,14,3,-8.66,7.41
3104,11275,14,2,-9.24,7.87
3105,18680,15,1,-8.64,7.5
3106,4081,14,3,-9.12,7.47
3107,11001,14,2,-9.11,7.61
3108,9189,14,2,-8.94,7.65
3109,16494,15,2,-7.8,7.39
3110,18077,14,1,-8.08,7.43
3111,13547,14,3,-8.05,7.35
3112,17806,15,3,-10.33,7.91
3113,557,14,3,-9.08,7.9
3114,6682,15,3,-8.7,7.54
3115,12484,15,1,-8.87,7.34
3116,5784,15,3,-8.88,7.37
3117,14727,14,3,-7.77,7.79
3118,14271,14,1,-8.99,7.33
3119,15641,14,1,-8.54,7.67
3120,4592,15,1,-8.9,7.38
3121,2816,15,2,-8.6,7.62
3122,13314,15,3,-8.54,7.5
3123,15113,14,2,-9.36,7.59
3124,16653,14,2,-8.97,7.29
3125,7945,14,2,-8.9,7.37
3126,6737,14,1,-7.71,7.59
